Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
ODI # 2101,New Zealand,South Africa,Winner1stInning,Wellington,"Feb 20, 2004",New Zealand,New Zealand,Home,Away,First,Second
ODI # 2102,Sri Lanka,Australia,Winner1stInning,Dambulla,"Feb 20, 2004",Australia,Sri Lanka,Home,Away,Second,First
ODI # 2103,Sri Lanka,Australia,Winner1stInning,Dambulla,"Feb 22, 2004",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2104,New Zealand,South Africa,Winner2ndInning,Dunedin,"Feb 25, 2004",New Zealand,New Zealand,Home,Away,Second,First
ODI # 2105,Sri Lanka,Australia,Winner2ndInning,Colombo,"Feb 25, 2004",Australia,Sri Lanka,Home,Away,First,Second
ODI # 2106,Sri Lanka,Australia,Winner1stInning,Colombo,"Feb 27, 2004",Australia,Sri Lanka,Home,Away,Second,First
ODI # 2107,New Zealand,South Africa,Winner1stInning,Auckland,"Feb 29, 2004",New Zealand,New Zealand,Home,Away,First,Second
ODI # 2108,Sri Lanka,Australia,Winner2ndInning,Colombo,"Feb 29, 2004",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2109,New Zealand,South Africa,Winner2ndInning,Napier,"Mar 2, 2004",New Zealand,New Zealand,Home,Away,Second,First
ODI # 2110,Zimbabwe,Bangladesh,Winner1stInning,Harare,"Mar 10, 2004",Bangladesh,Zimbabwe,Home,Away,Second,First
ODI # 2111,Zimbabwe,Bangladesh,Winner1stInning,Harare,"Mar 12, 2004",Zimbabwe,Zimbabwe,Home,Away,First,Second
ODI # 2112,Pakistan,India,Winner1stInning,Karachi,"Mar 13, 2004",India,Pakistan,Home,Away,Second,First
ODI # 2113,Zimbabwe,Bangladesh,Winner2ndInning,Harare,"Mar 14, 2004",Zimbabwe,Zimbabwe,Home,Away,Second,First
ODI # 2114,Pakistan,India,Winner1stInning,Rawalpindi,"Mar 16, 2004",Pakistan,Pakistan,Home,Away,First,Second
ODI # 2115,Pakistan,India,Winner2ndInning,Peshawar,"Mar 19, 2004",Pakistan,Pakistan,Home,Away,Second,First
ODI # 2116,Pakistan,India,Winner2ndInning,Lahore,"Mar 21, 2004",India,Pakistan,Home,Away,First,Second
ODI # 2117,Pakistan,India,Winner1stInning,Lahore,"Mar 24, 2004",India,Pakistan,Home,Away,Second,First
ODI # 2118,West Indies,England,Winner2ndInning,Georgetown,"Apr 18, 2004",England,West Indies,Home,Away,First,Second
ODI # 2119,Zimbabwe,Sri Lanka,Winner1stInning,Bulawayo,"Apr 20, 2004",Sri Lanka,Zimbabwe,Home,Away,Second,First
ODI # 2120,Zimbabwe,Sri Lanka,Winner2ndInning,Bulawayo,"Apr 22, 2004",Sri Lanka,Zimbabwe,Home,Away,First,Second
ODI # 2122,Zimbabwe,Sri Lanka,Winner2ndInning,Harare,"Apr 25, 2004",Sri Lanka,Zimbabwe,Home,Away,First,Second
ODI # 2123,Zimbabwe,Sri Lanka,Winner1stInning,Harare,"Apr 27, 2004",Sri Lanka,Zimbabwe,Home,Away,Second,First
ODI # 2124,Zimbabwe,Sri Lanka,Winner1stInning,Harare,"Apr 29, 2004",Sri Lanka,Zimbabwe,Home,Away,Second,First
ODI # 2125,West Indies,England,Winner2ndInning,Gros Islet,"May 1, 2004",West Indies,West Indies,Home,Away,Second,First
ODI # 2126,West Indies,England,Winner2ndInning,Gros Islet,"May 2, 2004",West Indies,West Indies,Home,Away,Second,First
ODI # 2127,West Indies,England,Winner2ndInning,Bridgetown,"May 5, 2004",England,West Indies,Home,Away,First,Second
ODI # 2128,West Indies,Bangladesh,Winner2ndInning,Kingstown,"May 15, 2004",West Indies,West Indies,Home,Away,Second,First
ODI # 2129,West Indies,Bangladesh,Winner1stInning,Kingstown,"May 16, 2004",West Indies,West Indies,Home,Away,First,Second
ODI # 2130,West Indies,Bangladesh,Winner2ndInning,St George's,"May 19, 2004",West Indies,West Indies,Home,Away,Second,First
ODI # 2131,Zimbabwe,Australia,Winner2ndInning,Harare,"May 25, 2004",Australia,Zimbabwe,Home,Away,First,Second
ODI # 2132,Zimbabwe,Australia,Winner1stInning,Harare,"May 27, 2004",Australia,Zimbabwe,Home,Away,Second,First
ODI # 2133,Zimbabwe,Australia,Winner2ndInning,Harare,"May 29, 2004",Australia,Zimbabwe,Home,Away,First,Second
ODI # 2135,England,West Indies,Winner2ndInning,Nottingham,"Jun 27, 2004",West Indies,England,Home,Away,First,Second
ODI # 2136,England,New Zealand,Winner2ndInning,Chester,"Jun 29, 2004",New Zealand,England,Home,Away,First,Second
ODI # 2137,England,West Indies,Winner2ndInning,Leeds,"Jul 1, 2004",England,England,Home,Away,Second,First
ODI # 2138,New Zealand,West Indies,Winner2ndInning,Cardiff,"Jul 3, 2004",New Zealand,England,Neutral,Neutral,Second,First
ODI # 2139,England,New Zealand,Winner2ndInning,Bristol,"Jul 4, 2004",New Zealand,England,Home,Away,First,Second
ODI # 2140,England,West Indies,Winner2ndInning,Lord's,"Jul 6, 2004",West Indies,England,Home,Away,First,Second
ODI # 2142,New Zealand,West Indies,Winner1stInning,Lord's,"Jul 10, 2004",New Zealand,England,Neutral,Neutral,First,Second
ODI # 2143,Bangladesh,Hong Kong,Winner1stInning,Colombo,"Jul 16, 2004",Bangladesh,Sri Lanka,Neutral,Neutral,First,Second
ODI # 2144,India,U.A.E.,Winner1stInning,Dambulla,"Jul 16, 2004",India,Sri Lanka,Neutral,Neutral,First,Second
ODI # 2145,Bangladesh,Pakistan,Winner1stInning,Colombo,"Jul 17, 2004",Pakistan,Sri Lanka,Neutral,Neutral,Second,First
ODI # 2146,Sri Lanka,U.A.E.,Winner1stInning,Dambulla,"Jul 17, 2004",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2147,Hong Kong,Pakistan,Winner1stInning,Colombo,"Jul 18, 2004",Pakistan,Sri Lanka,Neutral,Neutral,Second,First
ODI # 2148,Sri Lanka,India,Winner1stInning,Dambulla,"Jul 18, 2004",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2149,Bangladesh,India,Winner2ndInning,Colombo,"Jul 21, 2004",India,Sri Lanka,Neutral,Neutral,First,Second
ODI # 2150,Sri Lanka,Pakistan,Winner2ndInning,Colombo,"Jul 21, 2004",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2151,Sri Lanka,Bangladesh,Winner2ndInning,Colombo,"Jul 23, 2004",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2152,India,Pakistan,Winner1stInning,Colombo,"Jul 25, 2004",Pakistan,Sri Lanka,Neutral,Neutral,Second,First
ODI # 2153,Sri Lanka,India,Winner1stInning,Colombo,"Jul 27, 2004",India,Sri Lanka,Home,Away,Second,First
ODI # 2154,Bangladesh,Pakistan,Winner2ndInning,Colombo,"Jul 29, 2004",Pakistan,Sri Lanka,Neutral,Neutral,First,Second
ODI # 2155,Sri Lanka,India,Winner1stInning,Colombo,"Aug 1, 2004",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2156,Sri Lanka,South Africa,Winner2ndInning,Colombo,"Aug 20, 2004",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2157,India,Pakistan,Winner1stInning,Amstelveen,"Aug 21, 2004",Pakistan,Netherlands,Neutral,Neutral,Second,First
ODI # 2158,Sri Lanka,South Africa,Winner1stInning,Colombo,"Aug 22, 2004",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2160,Sri Lanka,South Africa,Winner2ndInning,Dambulla,"Aug 25, 2004",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2161,Sri Lanka,South Africa,Winner2ndInning,Dambulla,"Aug 28, 2004",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2162,Australia,Pakistan,Winner1stInning,Amstelveen,"Aug 28, 2004",Australia,Netherlands,Neutral,Neutral,First,Second
ODI # 2163,Sri Lanka,South Africa,Winner1stInning,Colombo,"Aug 31, 2004",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2164,England,India,Winner2ndInning,Nottingham,"Sep 1, 2004",England,England,Home,Away,Second,First
ODI # 2165,England,India,Winner1stInning,The Oval,"Sep 3, 2004",England,England,Home,Away,First,Second
ODI # 2166,Australia,Pakistan,Winner1stInning,Lord's,"Sep 4, 2004",Australia,England,Neutral,Neutral,First,Second
ODI # 2167,England,India,Winner1stInning,Lord's,"Sep 5, 2004",India,England,Home,Away,Second,First
ODI # 2168,England,Zimbabwe,Winner1stInning,Birmingham,"Sep 10-11, 2004",England,England,Home,Away,First,Second
ODI # 2169,New Zealand,U.S.A.,Winner1stInning,The Oval,"Sep 10, 2004",New Zealand,England,Neutral,Neutral,First,Second
ODI # 2170,India,Kenya,Winner1stInning,Southampton,"Sep 11, 2004",India,England,Neutral,Neutral,First,Second
ODI # 2171,Bangladesh,South Africa,Winner2ndInning,Birmingham,"Sep 12, 2004",South Africa,England,Neutral,Neutral,First,Second
ODI # 2172,Australia,U.S.A.,Winner2ndInning,Southampton,"Sep 13, 2004",Australia,England,Neutral,Neutral,Second,First
ODI # 2173,Sri Lanka,Zimbabwe,Winner2ndInning,The Oval,"Sep 14, 2004",Sri Lanka,England,Neutral,Neutral,Second,First
ODI # 2174,Kenya,Pakistan,Winner2ndInning,Birmingham,"Sep 14-15, 2004",Pakistan,England,Neutral,Neutral,First,Second
ODI # 2175,Bangladesh,West Indies,Winner1stInning,Southampton,"Sep 15, 2004",West Indies,England,Neutral,Neutral,Second,First
ODI # 2176,Australia,New Zealand,Winner2ndInning,The Oval,"Sep 16, 2004",Australia,England,Neutral,Neutral,Second,First
ODI # 2177,England,Sri Lanka,Winner1stInning,Southampton,"Sep 17-18, 2004",England,England,Home,Away,First,Second
ODI # 2178,South Africa,West Indies,Winner2ndInning,The Oval,"Sep 18-19, 2004",West Indies,England,Neutral,Neutral,First,Second
ODI # 2179,India,Pakistan,Winner2ndInning,Birmingham,"Sep 19, 2004",Pakistan,England,Neutral,Neutral,First,Second
ODI # 2180,England,Australia,Winner2ndInning,Birmingham,"Sep 21, 2004",England,England,Home,Away,Second,First
ODI # 2181,Pakistan,West Indies,Winner2ndInning,Southampton,"Sep 22, 2004",West Indies,England,Neutral,Neutral,First,Second
ODI # 2182,England,West Indies,Winner2ndInning,The Oval,"Sep 25, 2004",West Indies,England,Home,Away,First,Second
ODI # 2183,Pakistan,Zimbabwe,Winner1stInning,Multan,"Sep 30, 2004",Pakistan,Pakistan,Home,Away,First,Second
ODI # 2184,Pakistan,Zimbabwe,Winner2ndInning,Peshawar,"Oct 3, 2004",Pakistan,Pakistan,Home,Away,Second,First
ODI # 2185,Pakistan,Sri Lanka,Winner2ndInning,Karachi,"Oct 6, 2004",Pakistan,Pakistan,Home,Away,Second,First
ODI # 2186,Sri Lanka,Zimbabwe,Winner2ndInning,Rawalpindi,"Oct 9, 2004",Sri Lanka,Pakistan,Neutral,Neutral,Second,First
ODI # 2187,Pakistan,Sri Lanka,Winner2ndInning,Lahore,"Oct 14, 2004",Pakistan,Pakistan,Home,Away,Second,First
ODI # 2188,Pakistan,Sri Lanka,Winner1stInning,Lahore,"Oct 16, 2004",Sri Lanka,Pakistan,Home,Away,Second,First
ODI # 2189,Bangladesh,New Zealand,Winner1stInning,Chittagong,"Nov 2, 2004",New Zealand,Bangladesh,Home,Away,Second,First
ODI # 2190,Bangladesh,New Zealand,Winner2ndInning,Dhaka,"Nov 5, 2004",New Zealand,Bangladesh,Home,Away,First,Second
ODI # 2191,Bangladesh,New Zealand,Winner1stInning,Dhaka,"Nov 7, 2004",New Zealand,Bangladesh,Home,Away,Second,First
ODI # 2192,India,Pakistan,Winner2ndInning,Kolkata,"Nov 13, 2004",Pakistan,India,Home,Away,First,Second
ODI # 2193,Zimbabwe,England,Winner2ndInning,Harare,"Nov 28, 2004",England,Zimbabwe,Home,Away,First,Second
ODI # 2194,Zimbabwe,England,Winner1stInning,Harare,"Dec 1, 2004",England,Zimbabwe,Home,Away,Second,First
ODI # 2195,Zimbabwe,England,Winner2ndInning,Bulawayo,"Dec 4, 2004",England,Zimbabwe,Home,Away,First,Second
ODI # 2196,Australia,New Zealand,Winner2ndInning,Melbourne,"Dec 5, 2004",New Zealand,Australia,Home,Away,First,Second
ODI # 2197,Zimbabwe,England,Winner1stInning,Bulawayo,"Dec 5, 2004",England,Zimbabwe,Home,Away,Second,First
ODI # 2198,Australia,New Zealand,Winner1stInning,Sydney,"Dec 8, 2004",Australia,Australia,Home,Away,First,Second
ODI # 2199,Bangladesh,India,Winner1stInning,Chittagong,"Dec 23, 2004",India,Bangladesh,Home,Away,Second,First
ODI # 2200,New Zealand,Sri Lanka,Winner2ndInning,Auckland,"Dec 26, 2004",New Zealand,New Zealand,Home,Away,Second,First
ODI # 2201,Bangladesh,India,Winner1stInning,Dhaka,"Dec 26, 2004",Bangladesh,Bangladesh,Home,Away,First,Second
ODI # 2202,Bangladesh,India,Winner1stInning,Dhaka,"Dec 27, 2004",India,Bangladesh,Home,Away,Second,First
ODI # 2204,Australia,West Indies,Winner1stInning,Melbourne,"Jan 14, 2005",Australia,Australia,Home,Away,First,Second
ODI # 2205,Australia,Pakistan,Winner2ndInning,Hobart,"Jan 16, 2005",Australia,Australia,Home,Away,Second,First
ODI # 2206,Pakistan,West Indies,Winner2ndInning,Brisbane,"Jan 19, 2005",Pakistan,Australia,Neutral,Neutral,Second,First
ODI # 2207,Bangladesh,Zimbabwe,Winner1stInning,Dhaka,"Jan 20, 2005",Zimbabwe,Bangladesh,Home,Away,Second,First
ODI # 2209,Australia,Pakistan,Winner2ndInning,Sydney,"Jan 23, 2005",Australia,Australia,Home,Away,Second,First
ODI # 2210,Bangladesh,Zimbabwe,Winner1stInning,Chittagong,"Jan 24, 2005",Zimbabwe,Bangladesh,Home,Away,Second,First
ODI # 2211,Bangladesh,Zimbabwe,Winner1stInning,Chittagong,"Jan 26, 2005",Bangladesh,Bangladesh,Home,Away,First,Second
ODI # 2212,Australia,West Indies,Winner1stInning,Adelaide,"Jan 26, 2005",Australia,Australia,Home,Away,First,Second
ODI # 2213,Pakistan,West Indies,Winner1stInning,Adelaide,"Jan 28, 2005",West Indies,Australia,Neutral,Neutral,Second,First
ODI # 2214,Bangladesh,Zimbabwe,Winner1stInning,Dhaka,"Jan 29, 2005",Bangladesh,Bangladesh,Home,Away,First,Second
ODI # 2215,Australia,Pakistan,Winner2ndInning,Perth,"Jan 30, 2005",Pakistan,Australia,Home,Away,First,Second
ODI # 2216,South Africa,England,Winner1stInning,Johannesburg,"Jan 30, 2005",England,South Africa,Home,Away,Second,First
ODI # 2217,Bangladesh,Zimbabwe,Winner2ndInning,Dhaka,"Jan 31, 2005",Bangladesh,Bangladesh,Home,Away,Second,First
ODI # 2218,Pakistan,West Indies,Winner1stInning,Perth,"Feb 1, 2005",Pakistan,Australia,Neutral,Neutral,First,Second
ODI # 2220,Australia,Pakistan,Winner1stInning,Melbourne,"Feb 4, 2005",Australia,Australia,Home,Away,First,Second
ODI # 2221,South Africa,England,Winner2ndInning,Port Elizabeth,"Feb 4, 2005",South Africa,South Africa,Home,Away,Second,First
ODI # 2222,Australia,Pakistan,Winner1stInning,Sydney,"Feb 6, 2005",Australia,Australia,Home,Away,First,Second
ODI # 2223,South Africa,England,Winner1stInning,Cape Town,"Feb 6, 2005",South Africa,South Africa,Home,Away,First,Second
ODI # 2224,South Africa,England,Winner1stInning,East London,"Feb 9, 2005",South Africa,South Africa,Home,Away,First,Second
ODI # 2226,South Africa,England,Winner2ndInning,Centurion,"Feb 13, 2005",South Africa,South Africa,Home,Away,Second,First
ODI # 2227,New Zealand,Australia,Winner1stInning,Wellington,"Feb 19, 2005",Australia,New Zealand,Home,Away,Second,First
ODI # 2228,New Zealand,Australia,Winner1stInning,Christchurch,"Feb 22, 2005",Australia,New Zealand,Home,Away,Second,First
ODI # 2229,South Africa,Zimbabwe,Winner1stInning,Johannesburg,"Feb 25, 2005",South Africa,South Africa,Home,Away,First,Second
ODI # 2230,New Zealand,Australia,Winner1stInning,Auckland,"Feb 26, 2005",Australia,New Zealand,Home,Away,Second,First
ODI # 2231,South Africa,Zimbabwe,Winner1stInning,Durban,"Feb 27, 2005",South Africa,South Africa,Home,Away,First,Second
ODI # 2232,New Zealand,Australia,Winner2ndInning,Wellington,"Mar 1, 2005",Australia,New Zealand,Home,Away,First,Second
ODI # 2233,South Africa,Zimbabwe,Winner2ndInning,Port Elizabeth,"Mar 2, 2005",South Africa,South Africa,Home,Away,Second,First
ODI # 2234,New Zealand,Australia,Winner1stInning,Napier,"Mar 5, 2005",Australia,New Zealand,Home,Away,Second,First
ODI # 2235,India,Pakistan,Winner1stInning,Kochi,"Apr 2, 2005",India,India,Home,Away,First,Second
ODI # 2236,India,Pakistan,Winner1stInning,Visakhapatnam,"Apr 5, 2005",India,India,Home,Away,First,Second
ODI # 2237,India,Pakistan,Winner1stInning,Jamshedpur,"Apr 9, 2005",Pakistan,India,Home,Away,Second,First
ODI # 2238,India,Pakistan,Winner2ndInning,Ahmedabad,"Apr 12, 2005",Pakistan,India,Home,Away,First,Second
ODI # 2239,India,Pakistan,Winner2ndInning,Kanpur,"Apr 15, 2005",Pakistan,India,Home,Away,First,Second
ODI # 2240,India,Pakistan,Winner1stInning,Delhi,"Apr 17, 2005",Pakistan,India,Home,Away,Second,First
ODI # 2241,West Indies,South Africa,Winner2ndInning,Kingston,"May 7, 2005",South Africa,West Indies,Home,Away,First,Second
ODI # 2242,West Indies,South Africa,Winner2ndInning,Kingston,"May 8, 2005",South Africa,West Indies,Home,Away,First,Second
ODI # 2243,West Indies,South Africa,Winner1stInning,Bridgetown,"May 11, 2005",South Africa,West Indies,Home,Away,Second,First
ODI # 2244,West Indies,South Africa,Winner2ndInning,Port of Spain,"May 14, 2005",South Africa,West Indies,Home,Away,First,Second
ODI # 2245,West Indies,South Africa,Winner2ndInning,Port of Spain,"May 15, 2005",South Africa,West Indies,Home,Away,First,Second
ODI # 2246,West Indies,Pakistan,Winner1stInning,Kingstown,"May 18, 2005",Pakistan,West Indies,Home,Away,Second,First
ODI # 2247,West Indies,Pakistan,Winner1stInning,Gros Islet,"May 21, 2005",Pakistan,West Indies,Home,Away,Second,First
ODI # 2248,West Indies,Pakistan,Winner1stInning,Gros Islet,"May 22, 2005",Pakistan,West Indies,Home,Away,Second,First
ODI # 2249,England,Bangladesh,Winner2ndInning,The Oval,"Jun 16, 2005",England,England,Home,Away,Second,First
ODI # 2250,Australia,Bangladesh,Winner2ndInning,Cardiff,"Jun 18, 2005",Bangladesh,England,Neutral,Neutral,First,Second
ODI # 2251,England,Australia,Winner2ndInning,Bristol,"Jun 19, 2005",England,England,Home,Away,Second,First
ODI # 2252,England,Bangladesh,Winner1stInning,Nottingham,"Jun 21, 2005",England,England,Home,Away,First,Second
ODI # 2253,England,Australia,Winner1stInning,Chester,"Jun 23, 2005",Australia,England,Home,Away,Second,First
ODI # 2254,Australia,Bangladesh,Winner2ndInning,Manchester,"Jun 25, 2005",Australia,England,Neutral,Neutral,Second,First
ODI # 2255,England,Bangladesh,Winner2ndInning,Leeds,"Jun 26, 2005",England,England,Home,Away,Second,First
ODI # 2257,Australia,Bangladesh,Winner2ndInning,Canterbury,"Jun 30, 2005",Australia,England,Neutral,Neutral,Second,First
ODI # 2259,England,Australia,Winner2ndInning,Leeds,"Jul 7, 2005",England,England,Home,Away,Second,First
ODI # 2260,England,Australia,Winner2ndInning,Lord's,"Jul 10, 2005",Australia,England,Home,Away,First,Second
ODI # 2261,England,Australia,Winner2ndInning,The Oval,"Jul 12, 2005",Australia,England,Home,Away,First,Second
ODI # 2262,Sri Lanka,India,Winner2ndInning,Dambulla,"Jul 30, 2005",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2263,India,West Indies,Winner2ndInning,Dambulla,"Jul 31, 2005",India,Sri Lanka,Neutral,Neutral,Second,First
ODI # 2264,Sri Lanka,West Indies,Winner1stInning,Dambulla,"Aug 2, 2005",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2265,Sri Lanka,India,Winner2ndInning,Dambulla,"Aug 3, 2005",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2266,Sri Lanka,West Indies,Winner1stInning,Colombo,"Aug 6, 2005",West Indies,Sri Lanka,Home,Away,Second,First
ODI # 2267,India,West Indies,Winner1stInning,Colombo,"Aug 7, 2005",India,Sri Lanka,Neutral,Neutral,First,Second
ODI # 2268,Sri Lanka,India,Winner1stInning,Colombo,"Aug 9, 2005",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2272,Zimbabwe,New Zealand,Winner1stInning,Bulawayo,"Aug 24, 2005",New Zealand,Zimbabwe,Home,Away,Second,First
ODI # 2273,India,New Zealand,Winner1stInning,Bulawayo,"Aug 26, 2005",New Zealand,Zimbabwe,Neutral,Neutral,Second,First
ODI # 2274,Zimbabwe,India,Winner1stInning,Harare,"Aug 29, 2005",India,Zimbabwe,Home,Away,Second,First
ODI # 2275,Sri Lanka,Bangladesh,Winner1stInning,Colombo,"Aug 31, 2005",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2276,Zimbabwe,New Zealand,Winner1stInning,Harare,"Aug 31, 2005",New Zealand,Zimbabwe,Home,Away,Second,First
ODI # 2277,Sri Lanka,Bangladesh,Winner1stInning,Colombo,"Sep 2, 2005",Sri Lanka,Sri Lanka,Home,Away,First,Second
ODI # 2278,India,New Zealand,Winner2ndInning,Harare,"Sep 2, 2005",India,Zimbabwe,Neutral,Neutral,Second,First
ODI # 2279,Sri Lanka,Bangladesh,Winner2ndInning,Colombo,"Sep 4, 2005",Sri Lanka,Sri Lanka,Home,Away,Second,First
ODI # 2280,Zimbabwe,India,Winner2ndInning,Harare,"Sep 4, 2005",India,Zimbabwe,Home,Away,First,Second
ODI # 2281,India,New Zealand,Winner2ndInning,Harare,"Sep 6, 2005",New Zealand,Zimbabwe,Neutral,Neutral,First,Second
ODI # 2285,South Africa,New Zealand,Winner2ndInning,Bloemfontein,"Oct 23, 2005",South Africa,South Africa,Home,Away,Second,First
ODI # 2286,India,Sri Lanka,Winner1stInning,Nagpur,"Oct 25, 2005",India,India,Home,Away,First,Second
ODI # 2287,India,Sri Lanka,Winner2ndInning,Mohali,"Oct 28, 2005",India,,Neutral,Neutral,Second,First
ODI # 2288,South Africa,New Zealand,Winner1stInning,Cape Town,"Oct 28, 2005",South Africa,South Africa,Home,Away,First,Second
ODI # 2289,South Africa,New Zealand,Winner2ndInning,Port Elizabeth,"Oct 30, 2005",South Africa,South Africa,Home,Away,Second,First
ODI # 2290,India,Sri Lanka,Winner2ndInning,Jaipur,"Oct 31, 2005",India,India,Home,Away,Second,First
ODI # 2291,India,Sri Lanka,Winner2ndInning,Pune,"Nov 3, 2005",India,India,Home,Away,Second,First
ODI # 2293,South Africa,New Zealand,Winner2ndInning,Centurion,"Nov 6, 2005",South Africa,South Africa,Home,Away,Second,First
ODI # 2294,India,Sri Lanka,Winner2ndInning,Ahmedabad,"Nov 6, 2005",Sri Lanka,India,Home,Away,First,Second
